Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Amount (IND),Category_Risk Score,Category_Amt (IND),
TX0000000148,India,2848047,Cash Withdrawal,1/7/13 3:00,Person_5397,Finance,India,FALSE,Illegal,6,9,Bank_13,Singapore,253476183,Medium Risk,Large Transaction,
TX0000000149,UK,177312,Cryptocurrency,1/7/13 4:00,Person_9023,Construction,Singapore,FALSE,Illegal,7,0,Bank_82,Luxembourg,15780768,Medium Risk,Large Transaction,
TX0000000150,USA,413300,Cash Withdrawal,1/7/13 5:00,Person_4019,Real Estate,Singapore,FALSE,Legal,3,3,Bank_36,Singapore,36783700,Less Risk,Large Transaction,
TX0000000151,UK,1014299,Cryptocurrency,1/7/13 6:00,Person_555,Casinos,India,FALSE,Illegal,7,1,Bank_417,Singapore,90272611,Medium Risk,Large Transaction,
TX0000000152,UAE,3868014,Cash Withdrawal,1/7/13 7:00,Person_9297,Construction,Singapore,FALSE,Legal,5,2,Bank_50,Panama,344253246,Medium Risk,Large Transaction,
TX0000000153,South Africa,1462085,Property Purchase,1/7/13 8:00,Person_3690,Real Estate,Singapore,FALSE,Illegal,10,6,Bank_10,Singapore,130125565,Large Risk,Large Transaction,
TX0000000154,China,3257365,Property Purchase,1/7/13 9:00,Person_1354,Real Estate,Brazil,FALSE,Legal,7,1,Bank_297,Cayman Islands,289905485,Medium Risk,Large Transaction,
TX0000000155,China,4870071,Stocks Transfer,1/7/13 10:00,Person_2600,Finance,South Africa,FALSE,Illegal,10,3,Bank_80,Singapore,433436319,Large Risk,Large Transaction,
TX0000000156,Russia,3678441,Stocks Transfer,1/7/13 11:00,Person_226,Luxury Goods,Singapore,FALSE,Illegal,9,1,Bank_402,Cayman Islands,327381249,Large Risk,Large Transaction,
TX0000000157,Switzerland,4629994,Stocks Transfer,1/7/13 12:00,Person_6505,Real Estate,USA,FALSE,Illegal,8,1,Bank_298,Cayman Islands,412069466,Medium Risk,Large Transaction,
TX0000000158,Switzerland,4390546,Cash Withdrawal,1/7/13 13:00,Person_3320,Arms Trade,India,FALSE,Legal,9,6,Bank_427,Panama,390758594,Large Risk,Large Transaction,
TX0000000159,USA,317658,Stocks Transfer,1/7/13 14:00,Person_2341,Real Estate,USA,FALSE,Illegal,9,9,Bank_252,Switzerland,28271562,Large Risk,Large Transaction,
TX0000000160,China,3202901,Property Purchase,1/7/13 15:00,Person_5022,Arms Trade,USA,TRUE,Illegal,6,5,Bank_496,Switzerland,285058189,Medium Risk,Large Transaction,
TX0000000161,Russia,3494363,Property Purchase,1/7/13 16:00,Person_3531,Luxury Goods,UAE,FALSE,Legal,9,9,Bank_88,Bahamas,310998307,Large Risk,Large Transaction,
TX0000000162,Russia,246106,Cash Withdrawal,1/7/13 17:00,Person_2686,Real Estate,South Africa,FALSE,Illegal,4,3,Bank_323,Cayman Islands,21903434,Less Risk,Large Transaction,
TX0000000163,Switzerland,1658946,Property Purchase,1/7/13 18:00,Person_3815,Finance,UK,TRUE,Illegal,1,3,Bank_365,Cayman Islands,147646194,Less Risk,Large Transaction,
TX0000000164,UK,1202909,Offshore Transfer,1/7/13 19:00,Person_881,Oil & Gas,USA,TRUE,Illegal,5,7,Bank_216,Singapore,107058901,Medium Risk,Large Transaction,
TX0000000165,China,2658981,Property Purchase,1/7/13 20:00,Person_2334,Real Estate,Brazil,FALSE,Legal,2,3,Bank_290,Bahamas,236649309,Less Risk,Large Transaction,
TX0000000166,Singapore,1799639,Offshore Transfer,1/7/13 21:00,Person_6948,Oil & Gas,USA,FALSE,Illegal,5,0,Bank_22,Luxembourg,160167871,Medium Risk,Large Transaction,
TX0000000167,Switzerland,4502528,Cryptocurrency,1/7/13 22:00,Person_736,Oil & Gas,South Africa,FALSE,Illegal,9,0,Bank_247,Panama,400724992,Large Risk,Large Transaction,
TX0000000168,Switzerland,2946943,Cryptocurrency,1/7/13 23:00,Person_7565,Arms Trade,South Africa,FALSE,Legal,10,6,Bank_67,Luxembourg,262277927,Large Risk,Large Transaction,
TX0000000169,South Africa,4479438,Cash Withdrawal,1/8/13 0:00,Person_4324,Oil & Gas,Russia,FALSE,Illegal,6,0,Bank_339,Cayman Islands,398669982,Medium Risk,Large Transaction,
TX0000000170,India,3014579,Stocks Transfer,1/8/13 1:00,Person_8641,Luxury Goods,Brazil,FALSE,Illegal,6,9,Bank_466,Luxembourg,268297531,Medium Risk,Large Transaction,
TX0000000171,China,3811306,Cash Withdrawal,1/8/13 2:00,Person_2480,Finance,UK,FALSE,Illegal,8,1,Bank_94,Switzerland,339206234,Medium Risk,Large Transaction,
TX0000000172,UAE,1886919,Cryptocurrency,1/8/13 3:00,Person_2642,Arms Trade,USA,FALSE,Legal,1,5,Bank_245,Luxembourg,167935791,Less Risk,Large Transaction,
TX0000000173,South Africa,1443374,Cash Withdrawal,1/8/13 4:00,Person_8068,Oil & Gas,Russia,FALSE,Illegal,4,9,Bank_23,Switzerland,128460286,Less Risk,Large Transaction,
TX0000000174,Singapore,3826209,Cryptocurrency,1/8/13 5:00,Person_7224,Real Estate,UAE,FALSE,Legal,7,1,Bank_326,Switzerland,340532601,Medium Risk,Large Transaction,
TX0000000175,South Africa,4488442,Offshore Transfer,1/8/13 6:00,Person_9862,Oil & Gas,China,FALSE,Illegal,3,9,Bank_266,Luxembourg,399471338,Less Risk,Large Transaction,
TX0000000176,India,3911812,Offshore Transfer,1/8/13 7:00,Person_6027,Arms Trade,UAE,FALSE,Illegal,10,4,Bank_429,Luxembourg,348151268,Large Risk,Large Transaction,
TX0000000177,UK,1132897,Cash Withdrawal,1/8/13 8:00,Person_6,Oil & Gas,Switzerland,FALSE,Illegal,9,7,Bank_129,Bahamas,100827833,Large Risk,Large Transaction,
TX0000000178,Brazil,1020318,Property Purchase,1/8/13 9:00,Person_9606,Casinos,UAE,FALSE,Legal,3,5,Bank_59,Panama,90808302,Less Risk,Large Transaction,
TX0000000179,UK,1691264,Cash Withdrawal,1/8/13 10:00,Person_4131,Oil & Gas,Brazil,TRUE,Illegal,3,3,Bank_19,Panama,150522496,Less Risk,Large Transaction,
TX0000000180,UAE,1319823,Cash Withdrawal,1/8/13 11:00,Person_7143,Finance,USA,FALSE,Illegal,7,7,Bank_66,Singapore,117464247,Medium Risk,Large Transaction,
TX0000000181,India,3302535,Offshore Transfer,1/8/13 12:00,Person_6582,Oil & Gas,USA,FALSE,Legal,9,2,Bank_379,Singapore,293925615,Large Risk,Large Transaction,
TX0000000182,China,3622447,Property Purchase,1/8/13 13:00,Person_9659,Construction,China,FALSE,Illegal,10,6,Bank_130,Switzerland,322397783,Large Risk,Large Transaction,
TX0000000183,India,3769235,Property Purchase,1/8/13 14:00,Person_9923,Finance,Brazil,TRUE,Illegal,10,9,Bank_210,Switzerland,335461915,Large Risk,Large Transaction,
TX0000000184,China,4965901,Property Purchase,1/8/13 15:00,Person_1787,Finance,Singapore,TRUE,Illegal,5,3,Bank_243,Singapore,441965189,Medium Risk,Large Transaction,
TX0000000185,India,2849529,Offshore Transfer,1/8/13 16:00,Person_2820,Luxury Goods,Singapore,FALSE,Illegal,4,6,Bank_265,Panama,253608081,Less Risk,Large Transaction,
TX0000000186,India,3613992,Offshore Transfer,1/8/13 17:00,Person_3964,Construction,UAE,FALSE,Legal,4,8,Bank_326,Panama,321645288,Less Risk,Large Transaction,
TX0000000187,UAE,778743,Cryptocurrency,1/8/13 18:00,Person_5228,Arms Trade,Switzerland,FALSE,Legal,1,4,Bank_298,Bahamas,69308127,Less Risk,Large Transaction,
TX0000000188,UAE,1300983,Property Purchase,1/8/13 19:00,Person_6606,Casinos,Singapore,TRUE,Legal,2,3,Bank_355,Cayman Islands,115787487,Less Risk,Large Transaction,
TX0000000189,Brazil,2553938,Cash Withdrawal,1/8/13 20:00,Person_410,Finance,USA,FALSE,Legal,6,8,Bank_24,Singapore,227300482,Medium Risk,Large Transaction,
TX0000000190,China,1537624,Cryptocurrency,1/8/13 21:00,Person_8177,Arms Trade,USA,FALSE,Legal,10,8,Bank_219,Panama,136848536,Large Risk,Large Transaction,
TX0000000191,Singapore,593462,Stocks Transfer,1/8/13 22:00,Person_9423,Oil & Gas,UAE,FALSE,Illegal,3,0,Bank_126,Luxembourg,52818118,Less Risk,Large Transaction,
TX0000000192,Brazil,2269432,Stocks Transfer,1/8/13 23:00,Person_3564,Construction,Switzerland,FALSE,Legal,6,4,Bank_284,Luxembourg,201979448,Medium Risk,Large Transaction,
TX0000000193,Russia,3144912,Offshore Transfer,1/9/13 0:00,Person_2048,Real Estate,Singapore,FALSE,Illegal,10,2,Bank_457,Luxembourg,279897168,Large Risk,Large Transaction,
TX0000000194,Russia,2156079,Property Purchase,1/9/13 1:00,Person_6558,Finance,UK,TRUE,Legal,4,1,Bank_257,Bahamas,191891031,Less Risk,Large Transaction,
TX0000000195,Singapore,3070362,Property Purchase,1/9/13 2:00,Person_1994,Construction,India,FALSE,Legal,3,5,Bank_257,Bahamas,273262218,Less Risk,Large Transaction,
TX0000000196,Singapore,2081870,Stocks Transfer,1/9/13 3:00,Person_7847,Luxury Goods,UK,FALSE,Illegal,1,5,Bank_220,Panama,185286430,Less Risk,Large Transaction,
TX0000000197,UK,2456027,Cryptocurrency,1/9/13 4:00,Person_163,Luxury Goods,Russia,FALSE,Illegal,10,9,Bank_150,Cayman Islands,218586403,Large Risk,Large Transaction,
TX0000000198,India,426228,Cash Withdrawal,1/9/13 5:00,Person_9931,Finance,UAE,FALSE,Legal,3,3,Bank_127,Switzerland,37934292,Less Risk,Large Transaction,
TX0000000199,South Africa,4832213,Stocks Transfer,1/9/13 6:00,Person_7630,Luxury Goods,South Africa,TRUE,Illegal,10,7,Bank_109,Bahamas,430066957,Large Risk,Large Transaction,
TX0000000200,Russia,2795112,Property Purchase,1/9/13 7:00,Person_8403,Finance,Brazil,FALSE,Illegal,8,7,Bank_241,Cayman Islands,248764968,Medium Risk,Large Transaction,
TX0000000201,Singapore,2661966,Stocks Transfer,1/9/13 8:00,Person_7642,Finance,India,TRUE,Illegal,2,9,Bank_453,Singapore,236914974,Less Risk,Large Transaction,
TX0000000202,China,47403,Offshore Transfer,1/9/13 9:00,Person_6517,Oil & Gas,South Africa,FALSE,Illegal,1,7,Bank_8,Bahamas,4218867,Less Risk,Medium Transaction,
TX0000000203,Singapore,3741232,Property Purchase,1/9/13 10:00,Person_9335,Casinos,UK,TRUE,Illegal,3,0,Bank_196,Cayman Islands,332969648,Less Risk,Large Transaction,
TX0000000204,Switzerland,868722,Offshore Transfer,1/9/13 11:00,Person_7186,Construction,China,FALSE,Illegal,5,9,Bank_462,Cayman Islands,77316258,Medium Risk,Large Transaction,
TX0000000205,China,4633506,Stocks Transfer,1/9/13 12:00,Person_1647,Casinos,UAE,FALSE,Legal,9,4,Bank_337,Switzerland,412382034,Large Risk,Large Transaction,
TX0000000206,UK,2027262,Property Purchase,1/9/13 13:00,Person_3750,Real Estate,Switzerland,FALSE,Legal,2,9,Bank_134,Singapore,180426318,Less Risk,Large Transaction,
TX0000000207,South Africa,2205744,Offshore Transfer,1/9/13 14:00,Person_2828,Construction,South Africa,FALSE,Legal,2,8,Bank_48,Panama,196311216,Less Risk,Large Transaction,
TX0000000208,Singapore,3597485,Offshore Transfer,1/9/13 15:00,Person_9291,Casinos,Singapore,TRUE,Illegal,4,8,Bank_495,Singapore,320176165,Less Risk,Large Transaction,
TX0000000209,Brazil,399661,Offshore Transfer,1/9/13 16:00,Person_5231,Real Estate,China,FALSE,Illegal,3,2,Bank_139,Switzerland,35569829,Less Risk,Large Transaction,
TX0000000210,Russia,3053747,Stocks Transfer,1/9/13 17:00,Person_6031,Arms Trade,Switzerland,FALSE,Illegal,2,1,Bank_294,Luxembourg,271783483,Less Risk,Large Transaction,
TX0000000211,Singapore,621757,Property Purchase,1/9/13 18:00,Person_6068,Casinos,China,FALSE,Illegal,4,5,Bank_402,Bahamas,55336373,Less Risk,Large Transaction,
TX0000000212,Switzerland,706440,Stocks Transfer,1/9/13 19:00,Person_8787,Arms Trade,China,TRUE,Illegal,10,2,Bank_386,Cayman Islands,62873160,Large Risk,Large Transaction,
TX0000000213,Singapore,3608635,Property Purchase,1/9/13 20:00,Person_3776,Real Estate,Russia,FALSE,Illegal,1,0,Bank_262,Switzerland,321168515,Less Risk,Large Transaction,
TX0000000214,India,2336707,Stocks Transfer,1/9/13 21:00,Person_3495,Finance,South Africa,FALSE,Legal,9,3,Bank_182,Cayman Islands,207966923,Large Risk,Large Transaction,
TX0000000215,Singapore,1034222,Cash Withdrawal,1/9/13 22:00,Person_3519,Finance,Russia,FALSE,Illegal,2,5,Bank_453,Panama,92045758,Less Risk,Large Transaction,
TX0000000216,Singapore,3608225,Offshore Transfer,1/9/13 23:00,Person_5001,Real Estate,South Africa,TRUE,Legal,4,4,Bank_102,Singapore,321132025,Less Risk,Large Transaction,
TX0000000217,Singapore,2690236,Property Purchase,1/10/13 0:00,Person_27,Oil & Gas,UK,FALSE,Legal,7,5,Bank_324,Cayman Islands,239431004,Medium Risk,Large Transaction,
TX0000000218,UK,848969,Cash Withdrawal,1/10/13 1:00,Person_5632,Luxury Goods,UK,FALSE,Illegal,5,2,Bank_344,Switzerland,75558241,Medium Risk,Large Transaction,
TX0000000219,USA,2720646,Offshore Transfer,1/10/13 2:00,Person_997,Construction,South Africa,TRUE,Illegal,9,3,Bank_421,Singapore,242137494,Large Risk,Large Transaction,
TX0000000220,China,2682386,Cash Withdrawal,1/10/13 3:00,Person_9003,Real Estate,Russia,FALSE,Illegal,10,0,Bank_196,Singapore,238732354,Large Risk,Large Transaction,
TX0000000221,Russia,4019924,Stocks Transfer,1/10/13 4:00,Person_2423,Oil & Gas,Russia,FALSE,Legal,9,9,Bank_280,Switzerland,357773236,Large Risk,Large Transaction,
TX0000000222,Brazil,4804905,Stocks Transfer,1/10/13 5:00,Person_6674,Real Estate,UAE,FALSE,Illegal,4,8,Bank_111,Switzerland,427636545,Less Risk,Large Transaction,
TX0000000223,Russia,3020179,Property Purchase,1/10/13 6:00,Person_6845,Casinos,Brazil,FALSE,Illegal,2,6,Bank_118,Switzerland,268795931,Less Risk,Large Transaction,
TX0000000224,China,1972848,Cryptocurrency,1/10/13 7:00,Person_7901,Construction,Switzerland,TRUE,Illegal,7,9,Bank_174,Bahamas,175583472,Medium Risk,Large Transaction,
TX0000000225,India,4793222,Cryptocurrency,1/10/13 8:00,Person_3532,Arms Trade,South Africa,FALSE,Illegal,3,9,Bank_331,Cayman Islands,426596758,Less Risk,Large Transaction,
TX0000000226,South Africa,2061524,Property Purchase,1/10/13 9:00,Person_9921,Real Estate,South Africa,FALSE,Illegal,9,1,Bank_61,Singapore,183475636,Large Risk,Large Transaction,
TX0000000227,Singapore,3746944,Offshore Transfer,1/10/13 10:00,Person_1,Real Estate,USA,FALSE,Legal,9,5,Bank_200,Luxembourg,333478016,Large Risk,Large Transaction,
TX0000000228,USA,1240950,Cash Withdrawal,1/10/13 11:00,Person_4750,Construction,Russia,FALSE,Illegal,8,7,Bank_72,Luxembourg,110444550,Medium Risk,Large Transaction,
TX0000000229,South Africa,2823192,Cash Withdrawal,1/10/13 12:00,Person_7006,Construction,South Africa,FALSE,Illegal,6,5,Bank_238,Luxembourg,251264088,Medium Risk,Large Transaction,
TX0000000230,India,3609742,Property Purchase,1/10/13 13:00,Person_9107,Arms Trade,USA,FALSE,Illegal,3,3,Bank_264,Luxembourg,321267038,Less Risk,Large Transaction,
TX0000000231,South Africa,2395478,Property Purchase,1/10/13 14:00,Person_860,Finance,Russia,TRUE,Legal,7,8,Bank_422,Cayman Islands,213197542,Medium Risk,Large Transaction,
TX0000000232,Brazil,4533028,Cryptocurrency,1/10/13 15:00,Person_7811,Arms Trade,Switzerland,FALSE,Legal,7,5,Bank_121,Switzerland,403439492,Medium Risk,Large Transaction,
TX0000000233,USA,1501484,Property Purchase,1/10/13 16:00,Person_3195,Oil & Gas,Singapore,FALSE,Illegal,10,6,Bank_452,Switzerland,133632076,Large Risk,Large Transaction,
TX0000000234,Switzerland,4848604,Property Purchase,1/10/13 17:00,Person_6660,Finance,USA,FALSE,Legal,3,0,Bank_155,Luxembourg,431525756,Less Risk,Large Transaction,
TX0000000235,Switzerland,132201,Cryptocurrency,1/10/13 18:00,Person_8666,Finance,USA,FALSE,Legal,6,3,Bank_475,Luxembourg,11765889,Medium Risk,Large Transaction,
TX0000000236,Russia,1975129,Offshore Transfer,1/10/13 19:00,Person_7648,Luxury Goods,Switzerland,FALSE,Illegal,5,5,Bank_69,Panama,175786481,Medium Risk,Large Transaction,
TX0000000237,Singapore,168227,Cash Withdrawal,1/10/13 20:00,Person_3402,Luxury Goods,Russia,TRUE,Legal,6,6,Bank_177,Bahamas,14972203,Medium Risk,Large Transaction,
TX0000000238,Singapore,3809418,Property Purchase,1/10/13 21:00,Person_5797,Finance,Switzerland,FALSE,Legal,7,5,Bank_69,Switzerland,339038202,Medium Risk,Large Transaction,
TX0000000239,Singapore,2370425,Cash Withdrawal,1/10/13 22:00,Person_3896,Arms Trade,South Africa,FALSE,Legal,9,2,Bank_305,Luxembourg,210967825,Large Risk,Large Transaction,
TX0000000240,South Africa,792351,Stocks Transfer,1/10/13 23:00,Person_2833,Casinos,China,FALSE,Legal,8,9,Bank_172,Cayman Islands,70519239,Medium Risk,Large Transaction,
TX0000000241,UK,2105599,Cash Withdrawal,1/11/13 0:00,Person_7580,Casinos,Russia,TRUE,Illegal,9,5,Bank_89,Singapore,187398311,Large Risk,Large Transaction,
TX0000000242,Switzerland,2903289,Property Purchase,1/11/13 1:00,Person_1276,Real Estate,Singapore,FALSE,Illegal,9,6,Bank_247,Bahamas,258392721,Large Risk,Large Transaction,
TX0000000243,China,1441121,Offshore Transfer,1/11/13 2:00,Person_2439,Real Estate,UAE,TRUE,Illegal,6,1,Bank_300,Cayman Islands,128259769,Medium Risk,Large Transaction,
TX0000000244,Singapore,1126696,Stocks Transfer,1/11/13 3:00,Person_8887,Arms Trade,Brazil,FALSE,Illegal,7,8,Bank_426,Switzerland,100275944,Medium Risk,Large Transaction,
TX0000000245,UAE,416272,Stocks Transfer,1/11/13 4:00,Person_9647,Oil & Gas,India,FALSE,Legal,2,6,Bank_250,Switzerland,37048208,Less Risk,Large Transaction,
TX0000000246,Russia,404582,Cash Withdrawal,1/11/13 5:00,Person_2483,Oil & Gas,UAE,FALSE,Illegal,6,4,Bank_395,Cayman Islands,36007798,Medium Risk,Large Transaction,
TX0000000247,USA,2015271,Stocks Transfer,1/11/13 6:00,Person_4272,Construction,India,FALSE,Illegal,10,2,Bank_111,Cayman Islands,179359119,Large Risk,Large Transaction,
TX0000000248,Switzerland,1711566,Cash Withdrawal,1/11/13 7:00,Person_7497,Construction,India,TRUE,Illegal,6,7,Bank_483,Cayman Islands,152329374,Medium Risk,Large Transaction,
TX0000000249,Singapore,4137599,Cryptocurrency,1/11/13 8:00,Person_8952,Casinos,South Africa,FALSE,Illegal,10,5,Bank_137,Singapore,368246311,Large Risk,Large Transaction,
TX0000000250,Brazil,2523264,Cash Withdrawal,1/11/13 9:00,Person_1195,Finance,Brazil,FALSE,Illegal,9,9,Bank_286,Bahamas,224570496,Large Risk,Large Transaction,
TX0000000251,Russia,4658064,Cash Withdrawal,1/11/13 10:00,Person_4792,Oil & Gas,Switzerland,FALSE,Illegal,3,9,Bank_308,Singapore,414567696,Less Risk,Large Transaction,
TX0000000252,Russia,4743868,Cryptocurrency,1/11/13 11:00,Person_5837,Oil & Gas,Switzerland,FALSE,Legal,8,4,Bank_53,Bahamas,422204252,Medium Risk,Large Transaction,
TX0000000253,UAE,1389318,Offshore Transfer,1/11/13 12:00,Person_8545,Casinos,South Africa,FALSE,Legal,10,1,Bank_365,Switzerland,123649302,Large Risk,Large Transaction,
TX0000000254,Brazil,1347744,Property Purchase,1/11/13 13:00,Person_7806,Casinos,UK,FALSE,Illegal,3,8,Bank_63,Luxembourg,119949216,Less Risk,Large Transaction,
TX0000000255,South Africa,1684760,Property Purchase,1/11/13 14:00,Person_5026,Construction,India,FALSE,Illegal,1,5,Bank_259,Singapore,149943640,Less Risk,Large Transaction,
TX0000000256,Brazil,194278,Cryptocurrency,1/11/13 15:00,Person_8590,Luxury Goods,South Africa,TRUE,Illegal,6,5,Bank_318,Switzerland,17290742,Medium Risk,Large Transaction,
TX0000000257,Russia,4201427,Cryptocurrency,1/11/13 16:00,Person_2772,Oil & Gas,South Africa,FALSE,Legal,7,9,Bank_443,Switzerland,373927003,Medium Risk,Large Transaction,
TX0000000258,South Africa,2569784,Stocks Transfer,1/11/13 17:00,Person_1799,Arms Trade,UK,FALSE,Illegal,3,0,Bank_356,Bahamas,228710776,Less Risk,Large Transaction,
TX0000000259,India,1779001,Property Purchase,1/11/13 18:00,Person_5724,Luxury Goods,Singapore,FALSE,Illegal,10,7,Bank_212,Luxembourg,158331089,Large Risk,Large Transaction,
TX0000000260,UAE,3068238,Cryptocurrency,1/11/13 19:00,Person_8660,Oil & Gas,India,TRUE,Legal,1,8,Bank_300,Bahamas,273073182,Less Risk,Large Transaction,
TX0000000261,Switzerland,3293642,Property Purchase,1/11/13 20:00,Person_9034,Finance,China,TRUE,Illegal,4,1,Bank_62,Switzerland,293134138,Less Risk,Large Transaction,
TX0000000262,India,2905260,Offshore Transfer,1/11/13 21:00,Person_861,Casinos,India,FALSE,Illegal,10,5,Bank_233,Cayman Islands,258568140,Large Risk,Large Transaction,
TX0000000263,UAE,3606930,Stocks Transfer,1/11/13 22:00,Person_1900,Construction,Brazil,FALSE,Illegal,7,3,Bank_13,Cayman Islands,321016770,Medium Risk,Large Transaction,
TX0000000264,China,3252642,Cryptocurrency,1/11/13 23:00,Person_6143,Arms Trade,Switzerland,FALSE,Illegal,7,9,Bank_33,Luxembourg,289485138,Medium Risk,Large Transaction,
TX0000000265,Russia,2549937,Cash Withdrawal,1/12/13 0:00,Person_7606,Finance,South Africa,FALSE,Illegal,8,7,Bank_10,Switzerland,226944393,Medium Risk,Large Transaction,
TX0000000266,UAE,1218771,Stocks Transfer,1/12/13 1:00,Person_7364,Oil & Gas,India,TRUE,Legal,8,1,Bank_424,Panama,108470619,Medium Risk,Large Transaction,
TX0000000267,Singapore,1670266,Property Purchase,1/12/13 2:00,Person_4914,Arms Trade,South Africa,FALSE,Illegal,7,4,Bank_44,Switzerland,148653674,Medium Risk,Large Transaction,
TX0000000268,Russia,2105961,Cryptocurrency,1/12/13 3:00,Person_1610,Finance,Brazil,FALSE,Illegal,6,2,Bank_190,Panama,187430529,Medium Risk,Large Transaction,
TX0000000269,UAE,1125365,Property Purchase,1/12/13 4:00,Person_2810,Arms Trade,India,FALSE,Illegal,9,1,Bank_265,Cayman Islands,100157485,Large Risk,Large Transaction,
TX0000000270,UAE,1377472,Stocks Transfer,1/12/13 5:00,Person_4443,Oil & Gas,India,FALSE,Illegal,6,7,Bank_358,Singapore,122595008,Medium Risk,Large Transaction,
TX0000000271,Brazil,172605,Cash Withdrawal,1/12/13 6:00,Person_5176,Oil & Gas,Russia,FALSE,Legal,10,6,Bank_448,Panama,15361845,Large Risk,Large Transaction,
